orf_name_id,orf_name,deg,eff,sens,trans,eigenvec_centr,closeness_centr,smallest_eigenvec,neighbor_degree
0,MYBBP1A,84,1.099680826037979,0.23905019139686182,0.7005163511187608,0.09541595126345824,0.5345911949685535,0.005694652676950629,90.33333333333333
1,RPS3A,124,2.2314929798967267,0.19903686049300603,0.491869918699187,0.12264720003809672,0.5666666666666667,0.005597325993666288,81.0725806451613
2,RPS4X,111,1.8006422080696343,0.21033541008167964,0.5502047502047502,0.11531115333599383,0.5614266842800528,0.005567050069213569,85.72072072072072
3,RPS5,94,1.3743427631842215,0.2156994106972967,0.5875085792724777,0.10003378144246484,0.5372945638432364,0.005658982502136596,87.55319148936171
4,RPS7,119,2.1087035188852616,0.21524004850765335,0.5308360632388549,0.12245868065211471,0.5606860158311345,0.005599633731336678,84.22689075630252
5,RPS8,135,2.8171658033363984,0.1920361067645329,0.424212271973466,0.1225430228215131,0.5743243243243243,0.005636437607076671,76.76296296296296
6,RPS9,96,1.4224951181641794,0.22994552276960817,0.5971491228070176,0.10346032659398405,0.5400254129606099,0.0056705306462402835,85.76041666666667
7,RSL1D1,80,0.9905953417854636,0.23915226528134564,0.7294303797468354,0.09295571270642872,0.5246913580246914,0.005665787879408274,92.0125
8,SLC25A5,98,1.4492047239935653,0.20711700644193407,0.5640648011782032,0.10291261149773162,0.5441741357234315,0.0056122010776700005,86.38775510204081
9,SMARCA5,25,0.13735797798951668,0.0877747739542075,0.33,0.018102033393098026,0.46600877192982454,0.005898968544886891,70.8
10,SRP14,74,0.8729451270522088,0.22007603764005065,0.684931506849315,0.0832299513506412,0.519559902200489,0.005757616157765138,91.93243243243244
11,SRP68,17,0.0716594756056795,0.1332783714821978,0.5294117647058824,0.015688628971458094,0.4579741379310345,0.006088542404151534,86.94117647058823
12,SRPK1,82,1.0698024657207388,0.21235628208490007,0.5700090334236676,0.08526696812657938,0.5120481927710844,0.005719522589879525,83.64634146341463
13,STAU1,84,1.0433205990291148,0.10893569232439505,0.3442340791738382,0.06920808293248343,0.5441741357234315,0.0054655602826185964,75.26190476190476
14,TOP1,82,1.0521158473649683,0.2024861490217085,0.594700391448359,0.08621265562798745,0.5233990147783252,0.00577078145560081,86.35365853658537
15,TUBB1,64,0.6563964026685332,0.24474814007921616,0.8154761904761905,0.0758023524647274,0.49824150058616645,0.005651727683042257,92.96875
16,WDR18,46,0.30187415133232065,0.20067780836511867,0.7990338164251207,0.05373959576335427,0.5023640661938534,0.004839490764054669,97.1086956521739
17,ZNF326,58,0.5374655308747116,0.21999861139194418,0.7471264367816092,0.06661820822291835,0.504750593824228,0.00563722818517523,95.46551724137932
18,NOP2,44,0.3248721774134125,0.18344733731045268,0.547568710359408,0.04236498709377676,0.4907621247113164,0.005497459324834392,79.72727272727273
19,PABPC1,142,2.926089558994974,0.15578693398649482,0.36769553491159723,0.11615673061648553,0.5862068965517241,0.005625286789729442,73.9225352112676
20,RBBP7,18,0.06877141481362443,0.07999586459114263,0.37254901960784315,0.012628063173782136,0.4753914988814318,0.005706135026850967,75.5
21,RPL23,107,1.8507158750667467,0.21143116853007532,0.5819079527420208,0.11386956564069828,0.5490956072351422,0.0056515927699697655,86.66355140186916
22,RPL3,76,0.9096309508272459,0.24207225994374726,0.728421052631579,0.08897143002863224,0.5095923261390888,0.005685416992889325,93.34210526315789
23,RPL5,85,1.1308402681805743,0.22887188620984267,0.6588235294117647,0.09286957339010528,0.518925518925519,0.0056609792260853276,86.54117647058824
